Uur,Totaal [kWh],Normaal[kWh],Laag [kWh],P max [kW],p contract [kW]
21-11-2018 15:00 tot 15:15,4.23,4.23,0,19,684
21-11-2018 15:15 tot 15:30,4.68,4.68,0,,
21-11-2018 15:30 tot 15:45,3.83,3.83,0,,
21-11-2018 15:45 tot 16:00,2.03,2.03,0,,
21-11-2018 16:00 tot 16:15,1.17,1.17,0,5,684
21-11-2018 16:15 tot 16:30,0.18,0.18,0,,
21-11-2018 16:30 tot 16:45,0,0,0,,
21-11-2018 16:45 tot 17:00,0,0,0,,
21-11-2018 17:00 tot 17:15,0,0,0,0,684
21-11-2018 17:15 tot 17:30,0,0,0,,
21-11-2018 17:30 tot 17:45,0,0,0,,
21-11-2018 17:45 tot 18:00,0,0,0,,
21-11-2018 18:00 tot 18:15,0,0,0,0,684
21-11-2018 18:15 tot 18:30,0,0,0,,
21-11-2018 18:30 tot 18:45,0,0,0,,
21-11-2018 18:45 tot 19:00,0,0,0,,
21-11-2018 19:00 tot 19:15,0,0,0,0,684
21-11-2018 19:15 tot 19:30,0,0,0,,
21-11-2018 19:30 tot 19:45,0,0,0,,
21-11-2018 19:45 tot 20:00,0,0,0,,
21-11-2018 20:00 tot 20:15,0,0,0,0,684
21-11-2018 20:15 tot 20:30,0,0,0,,
21-11-2018 20:30 tot 20:45,0,0,0,,
21-11-2018 20:45 tot 21:00,0,0,0,,
21-11-2018 21:00 tot 21:15,0,0,0,0,684
21-11-2018 21:15 tot 21:30,0,0,0,,
21-11-2018 21:30 tot 21:45,0,0,0,,
21-11-2018 21:45 tot 22:00,0,0,0,,
21-11-2018 22:00 tot 22:15,0,0,0,0,684
21-11-2018 22:15 tot 22:30,0,0,0,,
21-11-2018 22:30 tot 22:45,0,0,0,,
21-11-2018 22:45 tot 23:00,0,0,0,,
21-11-2018 23:00 tot 23:15,0,0,0,0,684
21-11-2018 23:15 tot 23:30,0,0,0,,
21-11-2018 23:30 tot 23:45,0,0,0,,
21-11-2018 23:45 tot 00:00,0,0,0,,
22-11-2018 00:00 tot 00:15,0,0,0,0,684
22-11-2018 00:15 tot 00:30,0,0,0,,
22-11-2018 00:30 tot 00:45,0,0,0,,
22-11-2018 00:45 tot 01:00,0,0,0,,
22-11-2018 01:00 tot 01:15,0,0,0,0,684
22-11-2018 01:15 tot 01:30,0,0,0,,
22-11-2018 01:30 tot 01:45,0,0,0,,
22-11-2018 01:45 tot 02:00,0,0,0,,
22-11-2018 02:00 tot 02:15,0,0,0,0,684
22-11-2018 02:15 tot 02:30,0,0,0,,
22-11-2018 02:30 tot 02:45,0,0,0,,
22-11-2018 02:45 tot 03:00,0,0,0,,
22-11-2018 03:00 tot 03:15,0,0,0,0,684
22-11-2018 03:15 tot 03:30,0,0,0,,
22-11-2018 03:30 tot 03:45,0,0,0,,
22-11-2018 03:45 tot 04:00,0,0,0,,
22-11-2018 04:00 tot 04:15,0,0,0,0,684
22-11-2018 04:15 tot 04:30,0,0,0,,
22-11-2018 04:30 tot 04:45,0,0,0,,
22-11-2018 04:45 tot 05:00,0,0,0,,
22-11-2018 05:00 tot 05:15,0,0,0,0,684
22-11-2018 05:15 tot 05:30,0,0,0,,
22-11-2018 05:30 tot 05:45,0,0,0,,
22-11-2018 05:45 tot 06:00,0,0,0,,
22-11-2018 06:00 tot 06:15,0,0,0,0,684
22-11-2018 06:15 tot 06:30,0,0,0,,
22-11-2018 06:30 tot 06:45,0,0,0,,
22-11-2018 06:45 tot 07:00,0,0,0,,
22-11-2018 07:00 tot 07:15,0,0,0,0,684
22-11-2018 07:15 tot 07:30,0,0,0,,
22-11-2018 07:30 tot 07:45,0,0,0,,
22-11-2018 07:45 tot 08:00,0,0,0,,
22-11-2018 08:00 tot 08:15,0,0,0,5,684
22-11-2018 08:15 tot 08:30,0,0,0,,
22-11-2018 08:30 tot 08:45,0.23,0.23,0,,
22-11-2018 08:45 tot 09:00,1.13,1.13,0,,
22-11-2018 09:00 tot 09:15,2.12,2.12,0,17,684
22-11-2018 09:15 tot 09:30,3.2,3.2,0,,
22-11-2018 09:30 tot 09:45,3.56,3.56,0,,
22-11-2018 09:45 tot 10:00,4.23,4.23,0,,
22-11-2018 10:00 tot 10:15,6.84,6.84,0,37,684
22-11-2018 10:15 tot 10:30,8.91,8.91,0,,
22-11-2018 10:30 tot 10:45,7.16,7.16,0,,
22-11-2018 10:45 tot 11:00,9.36,9.36,0,,
22-11-2018 11:00 tot 11:15,9.95,9.95,0,40,684
22-11-2018 11:15 tot 11:30,8.06,8.06,0,,
22-11-2018 11:30 tot 11:45,6.66,6.66,0,,
22-11-2018 11:45 tot 12:00,9.45,9.45,0,,
22-11-2018 12:00 tot 12:15,9.77,9.77,0,90,684
22-11-2018 12:15 tot 12:30,17.91,17.91,0,,
22-11-2018 12:30 tot 12:45,22.46,22.46,0,,
22-11-2018 12:45 tot 13:00,16.2,16.2,0,,
22-11-2018 13:00 tot 13:15,13.01,13.01,0,53,684
22-11-2018 13:15 tot 13:30,12.24,12.24,0,,
22-11-2018 13:30 tot 13:45,13.19,13.19,0,,
22-11-2018 13:45 tot 14:00,11.79,11.79,0,,
22-11-2018 14:00 tot 14:15,10.22,10.22,0,41,684
22-11-2018 14:15 tot 14:30,8.15,8.15,0,,
22-11-2018 14:30 tot 14:45,6.35,6.35,0,,
22-11-2018 14:45 tot 15:00,4.14,4.14,0,,
22-11-2018 15:00 tot 15:15,3.83,3.83,0,15,684
22-11-2018 15:15 tot 15:30,2.25,2.25,0,,
22-11-2018 15:30 tot 15:45,1.53,1.53,0,,
22-11-2018 15:45 tot 16:00,0.99,0.99,0,,
22-11-2018 16:00 tot 16:15,0.36,0.36,0,1,684
22-11-2018 16:15 tot 16:30,0,0,0,,
22-11-2018 16:30 tot 16:45,0,0,0,,
22-11-2018 16:45 tot 17:00,0,0,0,,
22-11-2018 17:00 tot 17:15,0,0,0,0,684
22-11-2018 17:15 tot 17:30,0,0,0,,
22-11-2018 17:30 tot 17:45,0,0,0,,
22-11-2018 17:45 tot 18:00,0,0,0,,
22-11-2018 18:00 tot 18:15,0,0,0,0,684
22-11-2018 18:15 tot 18:30,0,0,0,,
22-11-2018 18:30 tot 18:45,0,0,0,,
22-11-2018 18:45 tot 19:00,0,0,0,,
22-11-2018 19:00 tot 19:15,0,0,0,0,684
22-11-2018 19:15 tot 19:30,0,0,0,,
22-11-2018 19:30 tot 19:45,0,0,0,,
22-11-2018 19:45 tot 20:00,0,0,0,,
22-11-2018 20:00 tot 20:15,0,0,0,0,684
22-11-2018 20:15 tot 20:30,0,0,0,,
22-11-2018 20:30 tot 20:45,0,0,0,,
22-11-2018 20:45 tot 21:00,0,0,0,,
22-11-2018 21:00 tot 21:15,0,0,0,0,684
22-11-2018 21:15 tot 21:30,0,0,0,,
22-11-2018 21:30 tot 21:45,0,0,0,,
22-11-2018 21:45 tot 22:00,0,0,0,,
22-11-2018 22:00 tot 22:15,0,0,0,0,684
22-11-2018 22:15 tot 22:30,0,0,0,,
22-11-2018 22:30 tot 22:45,0,0,0,,
22-11-2018 22:45 tot 23:00,0,0,0,,
22-11-2018 23:00 tot 23:15,0,0,0,0,684
22-11-2018 23:15 tot 23:30,0,0,0,,
22-11-2018 23:30 tot 23:45,0,0,0,,
22-11-2018 23:45 tot 00:00,0,0,0,,
23-11-2018 00:00 tot 00:15,0,0,0,0,684
23-11-2018 00:15 tot 00:30,0,0,0,,
23-11-2018 00:30 tot 00:45,0,0,0,,
23-11-2018 00:45 tot 01:00,0,0,0,,
23-11-2018 01:00 tot 01:15,0,0,0,0,684
23-11-2018 01:15 tot 01:30,0,0,0,,
23-11-2018 01:30 tot 01:45,0,0,0,,
23-11-2018 01:45 tot 02:00,0,0,0,,
23-11-2018 02:00 tot 02:15,0,0,0,0,684
23-11-2018 02:15 tot 02:30,0,0,0,,
23-11-2018 02:30 tot 02:45,0,0,0,,
23-11-2018 02:45 tot 03:00,0,0,0,,
23-11-2018 03:00 tot 03:15,0,0,0,0,684
23-11-2018 03:15 tot 03:30,0,0,0,,
23-11-2018 03:30 tot 03:45,0,0,0,,
23-11-2018 03:45 tot 04:00,0,0,0,,
23-11-2018 04:00 tot 04:15,0,0,0,0,684
23-11-2018 04:15 tot 04:30,0,0,0,,
23-11-2018 04:30 tot 04:45,0,0,0,,
23-11-2018 04:45 tot 05:00,0,0,0,,
23-11-2018 05:00 tot 05:15,0,0,0,0,684
23-11-2018 05:15 tot 05:30,0,0,0,,
23-11-2018 05:30 tot 05:45,0,0,0,,
23-11-2018 05:45 tot 06:00,0,0,0,,
23-11-2018 06:00 tot 06:15,0,0,0,0,684
23-11-2018 06:15 tot 06:30,0,0,0,,
23-11-2018 06:30 tot 06:45,0,0,0,,
23-11-2018 06:45 tot 07:00,0,0,0,,
23-11-2018 07:00 tot 07:15,0,0,0,0,684
23-11-2018 07:15 tot 07:30,0,0,0,,
23-11-2018 07:30 tot 07:45,0,0,0,,
23-11-2018 07:45 tot 08:00,0,0,0,,
23-11-2018 08:00 tot 08:15,0,0,0,8,684
23-11-2018 08:15 tot 08:30,0,0,0,,
23-11-2018 08:30 tot 08:45,0.9,0.9,0,,
23-11-2018 08:45 tot 09:00,1.89,1.89,0,,
23-11-2018 09:00 tot 09:15,2.7,2.7,0,61,684
23-11-2018 09:15 tot 09:30,5.13,5.13,0,,
23-11-2018 09:30 tot 09:45,11.75,11.75,0,,
23-11-2018 09:45 tot 10:00,15.35,15.35,0,,
23-11-2018 10:00 tot 10:15,20.93,20.93,0,84,684
23-11-2018 10:15 tot 10:30,8.96,8.96,0,,
23-11-2018 10:30 tot 10:45,11.61,11.61,0,,
23-11-2018 10:45 tot 11:00,14.81,14.81,0,,
23-11-2018 11:00 tot 11:15,13.77,13.77,0,61,684
23-11-2018 11:15 tot 11:30,13.86,13.86,0,,
23-11-2018 11:30 tot 11:45,13.59,13.59,0,,
23-11-2018 11:45 tot 12:00,15.17,15.17,0,,
23-11-2018 12:00 tot 12:15,14.4,14.4,0,66,684
23-11-2018 12:15 tot 12:30,16.34,16.34,0,,
23-11-2018 12:30 tot 12:45,16.34,16.34,0,,
23-11-2018 12:45 tot 13:00,16.61,16.61,0,,
23-11-2018 13:00 tot 13:15,16.43,16.43,0,66,684
23-11-2018 13:15 tot 13:30,16.52,16.52,0,,
23-11-2018 13:30 tot 13:45,15.44,15.44,0,,
23-11-2018 13:45 tot 14:00,15.21,15.21,0,,
23-11-2018 14:00 tot 14:15,14.36,14.36,0,57,684
23-11-2018 14:15 tot 14:30,13.77,13.77,0,,
23-11-2018 14:30 tot 14:45,10.85,10.85,0,,
23-11-2018 14:45 tot 15:00,11.12,11.12,0,,
23-11-2018 15:00 tot 15:15,11.12,11.12,0,44,684
23-11-2018 15:15 tot 15:30,7.65,7.65,0,,
23-11-2018 15:30 tot 15:45,7.25,7.25,0,,
23-11-2018 15:45 tot 16:00,3.92,3.92,0,,
23-11-2018 16:00 tot 16:15,2.03,2.03,0,8,684
23-11-2018 16:15 tot 16:30,0.72,0.72,0,,
23-11-2018 16:30 tot 16:45,0,0,0,,
23-11-2018 16:45 tot 17:00,0,0,0,,
23-11-2018 17:00 tot 17:15,0,0,0,0,684
23-11-2018 17:15 tot 17:30,0,0,0,,
23-11-2018 17:30 tot 17:45,0,0,0,,
23-11-2018 17:45 tot 18:00,0,0,0,,
23-11-2018 18:00 tot 18:15,0,0,0,0,684
23-11-2018 18:15 tot 18:30,0,0,0,,
23-11-2018 18:30 tot 18:45,0,0,0,,
23-11-2018 18:45 tot 19:00,0,0,0,,
23-11-2018 19:00 tot 19:15,0,0,0,0,684
23-11-2018 19:15 tot 19:30,0,0,0,,
23-11-2018 19:30 tot 19:45,0,0,0,,
23-11-2018 19:45 tot 20:00,0,0,0,,
23-11-2018 20:00 tot 20:15,0,0,0,0,684
23-11-2018 20:15 tot 20:30,0,0,0,,
23-11-2018 20:30 tot 20:45,0,0,0,,
23-11-2018 20:45 tot 21:00,0,0,0,,
23-11-2018 21:00 tot 21:15,0,0,0,0,684
23-11-2018 21:15 tot 21:30,0,0,0,,
23-11-2018 21:30 tot 21:45,0,0,0,,
23-11-2018 21:45 tot 22:00,0,0,0,,
23-11-2018 22:00 tot 22:15,0,0,0,0,684
23-11-2018 22:15 tot 22:30,0,0,0,,
23-11-2018 22:30 tot 22:45,0,0,0,,
23-11-2018 22:45 tot 23:00,0,0,0,,
23-11-2018 23:00 tot 23:15,0,0,0,0,684
23-11-2018 23:15 tot 23:30,0,0,0,,
23-11-2018 23:30 tot 23:45,0,0,0,,
23-11-2018 23:45 tot 00:00,0,0,0,,
24-11-2018 00:00 tot 00:15,0,0,0,0,684
24-11-2018 00:15 tot 00:30,0,0,0,,
24-11-2018 00:30 tot 00:45,0,0,0,,
24-11-2018 00:45 tot 01:00,0,0,0,,
24-11-2018 01:00 tot 01:15,0,0,0,0,684
24-11-2018 01:15 tot 01:30,0,0,0,,
24-11-2018 01:30 tot 01:45,0,0,0,,
24-11-2018 01:45 tot 02:00,0,0,0,,
24-11-2018 02:00 tot 02:15,0,0,0,0,684
24-11-2018 02:15 tot 02:30,0,0,0,,
24-11-2018 02:30 tot 02:45,0,0,0,,
24-11-2018 02:45 tot 03:00,0,0,0,,
24-11-2018 03:00 tot 03:15,0,0,0,0,684
24-11-2018 03:15 tot 03:30,0,0,0,,
24-11-2018 03:30 tot 03:45,0,0,0,,
24-11-2018 03:45 tot 04:00,0,0,0,,
24-11-2018 04:00 tot 04:15,0,0,0,0,684
24-11-2018 04:15 tot 04:30,0,0,0,,
24-11-2018 04:30 tot 04:45,0,0,0,,
24-11-2018 04:45 tot 05:00,0,0,0,,
24-11-2018 05:00 tot 05:15,0,0,0,0,684
24-11-2018 05:15 tot 05:30,0,0,0,,
24-11-2018 05:30 tot 05:45,0,0,0,,
24-11-2018 05:45 tot 06:00,0,0,0,,
24-11-2018 06:00 tot 06:15,0,0,0,0,684
24-11-2018 06:15 tot 06:30,0,0,0,,
24-11-2018 06:30 tot 06:45,0,0,0,,
24-11-2018 06:45 tot 07:00,0,0,0,,
24-11-2018 07:00 tot 07:15,0,0,0,0,684
24-11-2018 07:15 tot 07:30,0,0,0,,
24-11-2018 07:30 tot 07:45,0,0,0,,
24-11-2018 07:45 tot 08:00,0,0,0,,
24-11-2018 08:00 tot 08:15,0,0,0,1,684
24-11-2018 08:15 tot 08:30,0,0,0,,
24-11-2018 08:30 tot 08:45,0,0,0,,
24-11-2018 08:45 tot 09:00,0.18,0,0.18,,
24-11-2018 09:00 tot 09:15,1.04,0,1.04,14,684
24-11-2018 09:15 tot 09:30,1.71,0,1.71,,
24-11-2018 09:30 tot 09:45,2.48,0,2.48,,
24-11-2018 09:45 tot 10:00,3.38,0,3.38,,
24-11-2018 10:00 tot 10:15,3.78,0,3.78,23,684
24-11-2018 10:15 tot 10:30,4.14,0,4.14,,
24-11-2018 10:30 tot 10:45,4.82,0,4.82,,
24-11-2018 10:45 tot 11:00,5.63,0,5.63,,
24-11-2018 11:00 tot 11:15,6.21,0,6.21,48,684
24-11-2018 11:15 tot 11:30,9.77,0,9.77,,
24-11-2018 11:30 tot 11:45,11.88,0,11.88,,
24-11-2018 11:45 tot 12:00,11.79,0,11.79,,
24-11-2018 12:00 tot 12:15,8.24,0,8.24,33,684
24-11-2018 12:15 tot 12:30,6.71,0,6.71,,
24-11-2018 12:30 tot 12:45,5.45,0,5.45,,
24-11-2018 12:45 tot 13:00,5.72,0,5.72,,
24-11-2018 13:00 tot 13:15,4.77,0,4.77,23,684
24-11-2018 13:15 tot 13:30,4.86,0,4.86,,
24-11-2018 13:30 tot 13:45,5.49,0,5.49,,
24-11-2018 13:45 tot 14:00,5.85,0,5.85,,
24-11-2018 14:00 tot 14:15,3.83,0,3.83,15,684
24-11-2018 14:15 tot 14:30,2.88,0,2.88,,
24-11-2018 14:30 tot 14:45,2.34,0,2.34,,
24-11-2018 14:45 tot 15:00,2.3,0,2.3,,
24-11-2018 15:00 tot 15:15,1.94,0,1.94,8,684
24-11-2018 15:15 tot 15:30,1.67,0,1.67,,
24-11-2018 15:30 tot 15:45,1.26,0,1.26,,
24-11-2018 15:45 tot 16:00,1.04,0,1.04,,
24-11-2018 16:00 tot 16:15,0.59,0,0.59,2,684
24-11-2018 16:15 tot 16:30,0.05,0,0.05,,
24-11-2018 16:30 tot 16:45,0,0,0,,
24-11-2018 16:45 tot 17:00,0,0,0,,
24-11-2018 17:00 tot 17:15,0,0,0,0,684
24-11-2018 17:15 tot 17:30,0,0,0,,
24-11-2018 17:30 tot 17:45,0,0,0,,
24-11-2018 17:45 tot 18:00,0,0,0,,
24-11-2018 18:00 tot 18:15,0,0,0,0,684
24-11-2018 18:15 tot 18:30,0,0,0,,
24-11-2018 18:30 tot 18:45,0,0,0,,
24-11-2018 18:45 tot 19:00,0,0,0,,
24-11-2018 19:00 tot 19:15,0,0,0,0,684
24-11-2018 19:15 tot 19:30,0,0,0,,
24-11-2018 19:30 tot 19:45,0,0,0,,
24-11-2018 19:45 tot 20:00,0,0,0,,
24-11-2018 20:00 tot 20:15,0,0,0,0,684
24-11-2018 20:15 tot 20:30,0,0,0,,
24-11-2018 20:30 tot 20:45,0,0,0,,
24-11-2018 20:45 tot 21:00,0,0,0,,
24-11-2018 21:00 tot 21:15,0,0,0,0,684
24-11-2018 21:15 tot 21:30,0,0,0,,
24-11-2018 21:30 tot 21:45,0,0,0,,
24-11-2018 21:45 tot 22:00,0,0,0,,
24-11-2018 22:00 tot 22:15,0,0,0,0,684
24-11-2018 22:15 tot 22:30,0,0,0,,
24-11-2018 22:30 tot 22:45,0,0,0,,
24-11-2018 22:45 tot 23:00,0,0,0,,
24-11-2018 23:00 tot 23:15,0,0,0,0,684
24-11-2018 23:15 tot 23:30,0,0,0,,
24-11-2018 23:30 tot 23:45,0,0,0,,
24-11-2018 23:45 tot 00:00,0,0,0,,
25-11-2018 00:00 tot 00:15,0,0,0,0,684
25-11-2018 00:15 tot 00:30,0,0,0,,
25-11-2018 00:30 tot 00:45,0,0,0,,
25-11-2018 00:45 tot 01:00,0,0,0,,
25-11-2018 01:00 tot 01:15,0,0,0,0,684
25-11-2018 01:15 tot 01:30,0,0,0,,
25-11-2018 01:30 tot 01:45,0,0,0,,
25-11-2018 01:45 tot 02:00,0,0,0,,
25-11-2018 02:00 tot 02:15,0,0,0,0,684
25-11-2018 02:15 tot 02:30,0,0,0,,
25-11-2018 02:30 tot 02:45,0,0,0,,
25-11-2018 02:45 tot 03:00,0,0,0,,
25-11-2018 03:00 tot 03:15,0,0,0,0,684
25-11-2018 03:15 tot 03:30,0,0,0,,
25-11-2018 03:30 tot 03:45,0,0,0,,
25-11-2018 03:45 tot 04:00,0,0,0,,
25-11-2018 04:00 tot 04:15,0,0,0,0,684
25-11-2018 04:15 tot 04:30,0,0,0,,
25-11-2018 04:30 tot 04:45,0,0,0,,
25-11-2018 04:45 tot 05:00,0,0,0,,
25-11-2018 05:00 tot 05:15,0,0,0,0,684
25-11-2018 05:15 tot 05:30,0,0,0,,
25-11-2018 05:30 tot 05:45,0,0,0,,
25-11-2018 05:45 tot 06:00,0,0,0,,
25-11-2018 06:00 tot 06:15,0,0,0,0,684
25-11-2018 06:15 tot 06:30,0,0,0,,
25-11-2018 06:30 tot 06:45,0,0,0,,
25-11-2018 06:45 tot 07:00,0,0,0,,
25-11-2018 07:00 tot 07:15,0,0,0,0,684
25-11-2018 07:15 tot 07:30,0,0,0,,
25-11-2018 07:30 tot 07:45,0,0,0,,
25-11-2018 07:45 tot 08:00,0,0,0,,
25-11-2018 08:00 tot 08:15,0,0,0,0,684
25-11-2018 08:15 tot 08:30,0,0,0,,
25-11-2018 08:30 tot 08:45,0,0,0,,
25-11-2018 08:45 tot 09:00,0,0,0,,
25-11-2018 09:00 tot 09:15,0.59,0,0.59,10,684
25-11-2018 09:15 tot 09:30,1.04,0,1.04,,
25-11-2018 09:30 tot 09:45,2.43,0,2.43,,
25-11-2018 09:45 tot 10:00,2.52,0,2.52,,
25-11-2018 10:00 tot 10:15,4.01,0,4.01,30,684
25-11-2018 10:15 tot 10:30,6.08,0,6.08,,
25-11-2018 10:30 tot 10:45,5.63,0,5.63,,
25-11-2018 10:45 tot 11:00,7.61,0,7.61,,
25-11-2018 11:00 tot 11:15,10.49,0,10.49,42,684
25-11-2018 11:15 tot 11:30,7.29,0,7.29,,
25-11-2018 11:30 tot 11:45,5.45,0,5.45,,
25-11-2018 11:45 tot 12:00,6.75,0,6.75,,
25-11-2018 12:00 tot 12:15,7.7,0,7.7,31,684
25-11-2018 12:15 tot 12:30,5.22,0,5.22,,
25-11-2018 12:30 tot 12:45,5.63,0,5.63,,
25-11-2018 12:45 tot 13:00,5.18,0,5.18,,
25-11-2018 13:00 tot 13:15,5.94,0,5.94,33,684
25-11-2018 13:15 tot 13:30,6.89,0,6.89,,
25-11-2018 13:30 tot 13:45,8.19,0,8.19,,
25-11-2018 13:45 tot 14:00,5.22,0,5.22,,
25-11-2018 14:00 tot 14:15,5,0,5,20,684
25-11-2018 14:15 tot 14:30,4.46,0,4.46,,
25-11-2018 14:30 tot 14:45,2.75,0,2.75,,
25-11-2018 14:45 tot 15:00,1.26,0,1.26,,
25-11-2018 15:00 tot 15:15,0.99,0,0.99,4,684
25-11-2018 15:15 tot 15:30,0.95,0,0.95,,
25-11-2018 15:30 tot 15:45,0.72,0,0.72,,
25-11-2018 15:45 tot 16:00,0.27,0,0.27,,
25-11-2018 16:00 tot 16:15,0,0,0,0,684
25-11-2018 16:15 tot 16:30,0,0,0,,
25-11-2018 16:30 tot 16:45,0,0,0,,
25-11-2018 16:45 tot 17:00,0,0,0,,
25-11-2018 17:00 tot 17:15,0,0,0,0,684
25-11-2018 17:15 tot 17:30,0,0,0,,
25-11-2018 17:30 tot 17:45,0,0,0,,
25-11-2018 17:45 tot 18:00,0,0,0,,
25-11-2018 18:00 tot 18:15,0,0,0,0,684
25-11-2018 18:15 tot 18:30,0,0,0,,
25-11-2018 18:30 tot 18:45,0,0,0,,
25-11-2018 18:45 tot 19:00,0,0,0,,
25-11-2018 19:00 tot 19:15,0,0,0,0,684
25-11-2018 19:15 tot 19:30,0,0,0,,
25-11-2018 19:30 tot 19:45,0,0,0,,
25-11-2018 19:45 tot 20:00,0,0,0,,
25-11-2018 20:00 tot 20:15,0,0,0,0,684
25-11-2018 20:15 tot 20:30,0,0,0,,
25-11-2018 20:30 tot 20:45,0,0,0,,
25-11-2018 20:45 tot 21:00,0,0,0,,
25-11-2018 21:00 tot 21:15,0,0,0,0,684
25-11-2018 21:15 tot 21:30,0,0,0,,
25-11-2018 21:30 tot 21:45,0,0,0,,
25-11-2018 21:45 tot 22:00,0,0,0,,
25-11-2018 22:00 tot 22:15,0,0,0,0,684
25-11-2018 22:15 tot 22:30,0,0,0,,
25-11-2018 22:30 tot 22:45,0,0,0,,
25-11-2018 22:45 tot 23:00,0,0,0,,
25-11-2018 23:00 tot 23:15,0,0,0,0,684
25-11-2018 23:15 tot 23:30,0,0,0,,
25-11-2018 23:30 tot 23:45,0,0,0,,
25-11-2018 23:45 tot 00:00,0,0,0,,
26-11-2018 00:00 tot 00:15,0,0,0,0,684
26-11-2018 00:15 tot 00:30,0,0,0,,
26-11-2018 00:30 tot 00:45,0,0,0,,
26-11-2018 00:45 tot 01:00,0,0,0,,
26-11-2018 01:00 tot 01:15,0,0,0,0,684
26-11-2018 01:15 tot 01:30,0,0,0,,
26-11-2018 01:30 tot 01:45,0,0,0,,
26-11-2018 01:45 tot 02:00,0,0,0,,
26-11-2018 02:00 tot 02:15,0,0,0,0,684
26-11-2018 02:15 tot 02:30,0,0,0,,
26-11-2018 02:30 tot 02:45,0,0,0,,
26-11-2018 02:45 tot 03:00,0,0,0,,
26-11-2018 03:00 tot 03:15,0,0,0,0,684
26-11-2018 03:15 tot 03:30,0,0,0,,
26-11-2018 03:30 tot 03:45,0,0,0,,
26-11-2018 03:45 tot 04:00,0,0,0,,
26-11-2018 04:00 tot 04:15,0,0,0,0,684
26-11-2018 04:15 tot 04:30,0,0,0,,
26-11-2018 04:30 tot 04:45,0,0,0,,
26-11-2018 04:45 tot 05:00,0,0,0,,
26-11-2018 05:00 tot 05:15,0,0,0,0,684
26-11-2018 05:15 tot 05:30,0,0,0,,
26-11-2018 05:30 tot 05:45,0,0,0,,
26-11-2018 05:45 tot 06:00,0,0,0,,
26-11-2018 06:00 tot 06:15,0,0,0,0,684
26-11-2018 06:15 tot 06:30,0,0,0,,
26-11-2018 06:30 tot 06:45,0,0,0,,
26-11-2018 06:45 tot 07:00,0,0,0,,
26-11-2018 07:00 tot 07:15,0,0,0,0,684
26-11-2018 07:15 tot 07:30,0,0,0,,
26-11-2018 07:30 tot 07:45,0,0,0,,
26-11-2018 07:45 tot 08:00,0,0,0,,
26-11-2018 08:00 tot 08:15,0,0,0,0,684
26-11-2018 08:15 tot 08:30,0,0,0,,
26-11-2018 08:30 tot 08:45,0,0,0,,
26-11-2018 08:45 tot 09:00,0,0,0,,
26-11-2018 09:00 tot 09:15,0.14,0.14,0,10,684
26-11-2018 09:15 tot 09:30,0.95,0.95,0,,
26-11-2018 09:30 tot 09:45,1.44,1.44,0,,
26-11-2018 09:45 tot 10:00,2.61,2.61,0,,
26-11-2018 10:00 tot 10:15,4.32,4.32,0,20,684
26-11-2018 10:15 tot 10:30,4.14,4.14,0,,
26-11-2018 10:30 tot 10:45,4.64,4.64,0,,
26-11-2018 10:45 tot 11:00,5.04,5.04,0,,
26-11-2018 11:00 tot 11:15,7.83,7.83,0,34,684
26-11-2018 11:15 tot 11:30,7.74,7.74,0,,
26-11-2018 11:30 tot 11:45,7.74,7.74,0,,
26-11-2018 11:45 tot 12:00,8.55,8.55,0,,
26-11-2018 12:00 tot 12:15,9.18,9.18,0,42,684
26-11-2018 12:15 tot 12:30,9.99,9.99,0,,
26-11-2018 12:30 tot 12:45,10.62,10.62,0,,
26-11-2018 12:45 tot 13:00,8.55,8.55,0,,
26-11-2018 13:00 tot 13:15,6.75,6.75,0,27,684
26-11-2018 13:15 tot 13:30,6.26,6.26,0,,
26-11-2018 13:30 tot 13:45,5.31,5.31,0,,
26-11-2018 13:45 tot 14:00,5.67,5.67,0,,
26-11-2018 14:00 tot 14:15,5.67,5.67,0,23,684
26-11-2018 14:15 tot 14:30,4.95,4.95,0,,
26-11-2018 14:30 tot 14:45,3.38,3.38,0,,
26-11-2018 14:45 tot 15:00,3.15,3.15,0,,
26-11-2018 15:00 tot 15:15,3.29,3.29,0,13,684
26-11-2018 15:15 tot 15:30,2.93,2.93,0,,
26-11-2018 15:30 tot 15:45,2.16,2.16,0,,
26-11-2018 15:45 tot 16:00,0.95,0.95,0,,
26-11-2018 16:00 tot 16:15,0.18,0.18,0,1,684
26-11-2018 16:15 tot 16:30,0,0,0,,
26-11-2018 16:30 tot 16:45,0,0,0,,
26-11-2018 16:45 tot 17:00,0,0,0,,
26-11-2018 17:00 tot 17:15,0,0,0,0,684
26-11-2018 17:15 tot 17:30,0,0,0,,
26-11-2018 17:30 tot 17:45,0,0,0,,
26-11-2018 17:45 tot 18:00,0,0,0,,
26-11-2018 18:00 tot 18:15,0,0,0,0,684
26-11-2018 18:15 tot 18:30,0,0,0,,
26-11-2018 18:30 tot 18:45,0,0,0,,
26-11-2018 18:45 tot 19:00,0,0,0,,
26-11-2018 19:00 tot 19:15,0,0,0,0,684
26-11-2018 19:15 tot 19:30,0,0,0,,
26-11-2018 19:30 tot 19:45,0,0,0,,
26-11-2018 19:45 tot 20:00,0,0,0,,
26-11-2018 20:00 tot 20:15,0,0,0,0,684
26-11-2018 20:15 tot 20:30,0,0,0,,
26-11-2018 20:30 tot 20:45,0,0,0,,
