Uur,Totaal [kWh],Normaal[kWh],Laag [kWh],P max [kW],p contract [kW]
28-07-2019 19:45 tot 20:00,1.22,0,1.22,,
28-07-2019 20:00 tot 20:15,1.4,0,1.4,7,684
28-07-2019 20:15 tot 20:30,1.31,0,1.31,,
28-07-2019 20:30 tot 20:45,1.71,0,1.71,,
28-07-2019 20:45 tot 21:00,0.9,0,0.9,,
28-07-2019 21:00 tot 21:15,1.49,0,1.49,6,684
28-07-2019 21:15 tot 21:30,0.59,0,0.59,,
28-07-2019 21:30 tot 21:45,0,0,0,,
28-07-2019 21:45 tot 22:00,0,0,0,,
28-07-2019 22:00 tot 22:15,0,0,0,0,684
28-07-2019 22:15 tot 22:30,0,0,0,,
28-07-2019 22:30 tot 22:45,0,0,0,,
28-07-2019 22:45 tot 23:00,0,0,0,,
28-07-2019 23:00 tot 23:15,0,0,0,0,684
28-07-2019 23:15 tot 23:30,0,0,0,,
28-07-2019 23:30 tot 23:45,0,0,0,,
28-07-2019 23:45 tot 00:00,0,0,0,,
29-07-2019 00:00 tot 00:15,0,0,0,0,684
29-07-2019 00:15 tot 00:30,0,0,0,,
29-07-2019 00:30 tot 00:45,0,0,0,,
29-07-2019 00:45 tot 01:00,0,0,0,,
29-07-2019 01:00 tot 01:15,0,0,0,0,684
29-07-2019 01:15 tot 01:30,0,0,0,,
29-07-2019 01:30 tot 01:45,0,0,0,,
29-07-2019 01:45 tot 02:00,0,0,0,,
29-07-2019 02:00 tot 02:15,0,0,0,0,684
29-07-2019 02:15 tot 02:30,0,0,0,,
29-07-2019 02:30 tot 02:45,0,0,0,,
29-07-2019 02:45 tot 03:00,0,0,0,,
29-07-2019 03:00 tot 03:15,0,0,0,0,684
29-07-2019 03:15 tot 03:30,0,0,0,,
29-07-2019 03:30 tot 03:45,0,0,0,,
29-07-2019 03:45 tot 04:00,0,0,0,,
29-07-2019 04:00 tot 04:15,0,0,0,0,684
29-07-2019 04:15 tot 04:30,0,0,0,,
29-07-2019 04:30 tot 04:45,0,0,0,,
29-07-2019 04:45 tot 05:00,0,0,0,,
29-07-2019 05:00 tot 05:15,0,0,0,0,684
29-07-2019 05:15 tot 05:30,0,0,0,,
29-07-2019 05:30 tot 05:45,0,0,0,,
29-07-2019 05:45 tot 06:00,0,0,0,,
29-07-2019 06:00 tot 06:15,0,0,0,22,684
29-07-2019 06:15 tot 06:30,1.26,0,1.26,,
29-07-2019 06:30 tot 06:45,3.2,0,3.2,,
29-07-2019 06:45 tot 07:00,5.49,0,5.49,,
29-07-2019 07:00 tot 07:15,9.14,9.14,0,65,684
29-07-2019 07:15 tot 07:30,11.97,11.97,0,,
29-07-2019 07:30 tot 07:45,16.34,16.34,0,,
29-07-2019 07:45 tot 08:00,15.8,15.8,0,,
29-07-2019 08:00 tot 08:15,18,18,0,118,684
29-07-2019 08:15 tot 08:30,18.95,18.95,0,,
29-07-2019 08:30 tot 08:45,24.17,24.17,0,,
29-07-2019 08:45 tot 09:00,29.57,29.57,0,,
29-07-2019 09:00 tot 09:15,41.85,41.85,0,247,684
29-07-2019 09:15 tot 09:30,50.99,50.99,0,,
29-07-2019 09:30 tot 09:45,56.25,56.25,0,,
29-07-2019 09:45 tot 10:00,61.7,61.7,0,,
29-07-2019 10:00 tot 10:15,67.46,67.46,0,322,684
29-07-2019 10:15 tot 10:30,80.42,80.42,0,,
29-07-2019 10:30 tot 10:45,70.11,70.11,0,,
29-07-2019 10:45 tot 11:00,59.22,59.22,0,,
29-07-2019 11:00 tot 11:15,81.86,81.86,0,327,684
29-07-2019 11:15 tot 11:30,78.44,78.44,0,,
29-07-2019 11:30 tot 11:45,79.92,79.92,0,,
29-07-2019 11:45 tot 12:00,76.86,76.86,0,,
29-07-2019 12:00 tot 12:15,82.89,82.89,0,392,684
29-07-2019 12:15 tot 12:30,93.69,93.69,0,,
29-07-2019 12:30 tot 12:45,88.38,88.38,0,,
29-07-2019 12:45 tot 13:00,98.01,98.01,0,,
29-07-2019 13:00 tot 13:15,60.12,60.12,0,396,684
29-07-2019 13:15 tot 13:30,90.77,90.77,0,,
29-07-2019 13:30 tot 13:45,98.96,98.96,0,,
29-07-2019 13:45 tot 14:00,98.15,98.15,0,,
29-07-2019 14:00 tot 14:15,87.12,87.12,0,348,684
29-07-2019 14:15 tot 14:30,54.23,54.23,0,,
29-07-2019 14:30 tot 14:45,42.48,42.48,0,,
29-07-2019 14:45 tot 15:00,35.42,35.42,0,,
29-07-2019 15:00 tot 15:15,48.6,48.6,0,385,684
29-07-2019 15:15 tot 15:30,53.78,53.78,0,,
29-07-2019 15:30 tot 15:45,51.35,51.35,0,,
29-07-2019 15:45 tot 16:00,96.21,96.21,0,,
29-07-2019 16:00 tot 16:15,93.51,93.51,0,374,684
29-07-2019 16:15 tot 16:30,65.16,65.16,0,,
29-07-2019 16:30 tot 16:45,67.19,67.19,0,,
29-07-2019 16:45 tot 17:00,24.8,24.8,0,,
29-07-2019 17:00 tot 17:15,57.42,57.42,0,230,684
29-07-2019 17:15 tot 17:30,23.4,23.4,0,,
29-07-2019 17:30 tot 17:45,45.27,45.27,0,,
29-07-2019 17:45 tot 18:00,53.64,53.64,0,,
29-07-2019 18:00 tot 18:15,46.62,46.62,0,186,684
29-07-2019 18:15 tot 18:30,44.69,44.69,0,,
29-07-2019 18:30 tot 18:45,40.64,40.64,0,,
29-07-2019 18:45 tot 19:00,30.15,30.15,0,,
29-07-2019 19:00 tot 19:15,29.03,29.03,0,116,684
29-07-2019 19:15 tot 19:30,27.9,27.9,0,,
29-07-2019 19:30 tot 19:45,23.45,23.45,0,,
29-07-2019 19:45 tot 20:00,18.86,18.86,0,,
29-07-2019 20:00 tot 20:15,14.04,14.04,0,56,684
29-07-2019 20:15 tot 20:30,9.95,9.95,0,,
29-07-2019 20:30 tot 20:45,6.48,6.48,0,,
29-07-2019 20:45 tot 21:00,3.96,3.96,0,,
29-07-2019 21:00 tot 21:15,2.12,2.12,0,8,684
29-07-2019 21:15 tot 21:30,0.86,0.86,0,,
29-07-2019 21:30 tot 21:45,0.05,0.05,0,,
29-07-2019 21:45 tot 22:00,0,0,0,,
29-07-2019 22:00 tot 22:15,0,0,0,0,684
29-07-2019 22:15 tot 22:30,0,0,0,,
29-07-2019 22:30 tot 22:45,0,0,0,,
29-07-2019 22:45 tot 23:00,0,0,0,,
29-07-2019 23:00 tot 23:15,0,0,0,0,684
29-07-2019 23:15 tot 23:30,0,0,0,,
29-07-2019 23:30 tot 23:45,0,0,0,,
29-07-2019 23:45 tot 00:00,0,0,0,,
30-07-2019 00:00 tot 00:15,0,0,0,0,684
30-07-2019 00:15 tot 00:30,0,0,0,,
30-07-2019 00:30 tot 00:45,0,0,0,,
30-07-2019 00:45 tot 01:00,0,0,0,,
30-07-2019 01:00 tot 01:15,0,0,0,0,684
30-07-2019 01:15 tot 01:30,0,0,0,,
30-07-2019 01:30 tot 01:45,0,0,0,,
30-07-2019 01:45 tot 02:00,0,0,0,,
30-07-2019 02:00 tot 02:15,0,0,0,0,684
30-07-2019 02:15 tot 02:30,0,0,0,,
30-07-2019 02:30 tot 02:45,0,0,0,,
30-07-2019 02:45 tot 03:00,0,0,0,,
30-07-2019 03:00 tot 03:15,0,0,0,0,684
30-07-2019 03:15 tot 03:30,0,0,0,,
30-07-2019 03:30 tot 03:45,0,0,0,,
30-07-2019 03:45 tot 04:00,0,0,0,,
30-07-2019 04:00 tot 04:15,0,0,0,0,684
30-07-2019 04:15 tot 04:30,0,0,0,,
30-07-2019 04:30 tot 04:45,0,0,0,,
30-07-2019 04:45 tot 05:00,0,0,0,,
30-07-2019 05:00 tot 05:15,0,0,0,0,684
30-07-2019 05:15 tot 05:30,0,0,0,,
30-07-2019 05:30 tot 05:45,0,0,0,,
30-07-2019 05:45 tot 06:00,0,0,0,,
30-07-2019 06:00 tot 06:15,0.18,0,0.18,22,684
30-07-2019 06:15 tot 06:30,1.31,0,1.31,,
30-07-2019 06:30 tot 06:45,2.88,0,2.88,,
30-07-2019 06:45 tot 07:00,5.58,0,5.58,,
30-07-2019 07:00 tot 07:15,9.27,9.27,0,85,684
30-07-2019 07:15 tot 07:30,13.23,13.23,0,,
30-07-2019 07:30 tot 07:45,17.15,17.15,0,,
30-07-2019 07:45 tot 08:00,21.15,21.15,0,,
30-07-2019 08:00 tot 08:15,25.47,25.47,0,161,684
30-07-2019 08:15 tot 08:30,30.24,30.24,0,,
30-07-2019 08:30 tot 08:45,35.19,35.19,0,,
30-07-2019 08:45 tot 09:00,40.19,40.19,0,,
30-07-2019 09:00 tot 09:15,45.05,45.05,0,235,684
30-07-2019 09:15 tot 09:30,49.59,49.59,0,,
30-07-2019 09:30 tot 09:45,54.14,54.14,0,,
30-07-2019 09:45 tot 10:00,58.82,58.82,0,,
30-07-2019 10:00 tot 10:15,63.32,63.32,0,300,684
30-07-2019 10:15 tot 10:30,67.64,67.64,0,,
30-07-2019 10:30 tot 10:45,71.51,71.51,0,,
30-07-2019 10:45 tot 11:00,74.97,74.97,0,,
30-07-2019 11:00 tot 11:15,77.9,77.9,0,347,684
30-07-2019 11:15 tot 11:30,82.08,82.08,0,,
30-07-2019 11:30 tot 11:45,82.08,82.08,0,,
30-07-2019 11:45 tot 12:00,86.72,86.72,0,,
30-07-2019 12:00 tot 12:15,87.12,87.12,0,370,684
30-07-2019 12:15 tot 12:30,89.33,89.33,0,,
30-07-2019 12:30 tot 12:45,85.05,85.05,0,,
30-07-2019 12:45 tot 13:00,92.52,92.52,0,,
30-07-2019 13:00 tot 13:15,93.56,93.56,0,391,684
30-07-2019 13:15 tot 13:30,94.64,94.64,0,,
30-07-2019 13:30 tot 13:45,97.79,97.79,0,,
30-07-2019 13:45 tot 14:00,94.82,94.82,0,,
30-07-2019 14:00 tot 14:15,89.37,89.37,0,379,684
30-07-2019 14:15 tot 14:30,91.62,91.62,0,,
30-07-2019 14:30 tot 14:45,94.64,94.64,0,,
30-07-2019 14:45 tot 15:00,94.82,94.82,0,,
30-07-2019 15:00 tot 15:15,93.11,93.11,0,372,684
30-07-2019 15:15 tot 15:30,91.35,91.35,0,,
30-07-2019 15:30 tot 15:45,86.09,86.09,0,,
30-07-2019 15:45 tot 16:00,87.17,87.17,0,,
30-07-2019 16:00 tot 16:15,80.82,80.82,0,323,684
30-07-2019 16:15 tot 16:30,55.35,55.35,0,,
30-07-2019 16:30 tot 16:45,58.01,58.01,0,,
30-07-2019 16:45 tot 17:00,56.52,56.52,0,,
30-07-2019 17:00 tot 17:15,69.44,69.44,0,278,684
30-07-2019 17:15 tot 17:30,44.15,44.15,0,,
30-07-2019 17:30 tot 17:45,26.78,26.78,0,,
30-07-2019 17:45 tot 18:00,30.6,30.6,0,,
30-07-2019 18:00 tot 18:15,47.3,47.3,0,215,684
30-07-2019 18:15 tot 18:30,53.73,53.73,0,,
30-07-2019 18:30 tot 18:45,46.62,46.62,0,,
30-07-2019 18:45 tot 19:00,41.9,41.9,0,,
30-07-2019 19:00 tot 19:15,31.82,31.82,0,127,684
30-07-2019 19:15 tot 19:30,29.88,29.88,0,,
30-07-2019 19:30 tot 19:45,21.65,21.65,0,,
30-07-2019 19:45 tot 20:00,7.29,7.29,0,,
30-07-2019 20:00 tot 20:15,9.36,9.36,0,41,684
30-07-2019 20:15 tot 20:30,10.31,10.31,0,,
30-07-2019 20:30 tot 20:45,5.81,5.81,0,,
30-07-2019 20:45 tot 21:00,2.7,2.7,0,,
30-07-2019 21:00 tot 21:15,1.76,1.76,0,7,684
30-07-2019 21:15 tot 21:30,0.5,0.5,0,,
30-07-2019 21:30 tot 21:45,0,0,0,,
30-07-2019 21:45 tot 22:00,0,0,0,,
30-07-2019 22:00 tot 22:15,0,0,0,0,684
30-07-2019 22:15 tot 22:30,0,0,0,,
30-07-2019 22:30 tot 22:45,0,0,0,,
30-07-2019 22:45 tot 23:00,0,0,0,,
30-07-2019 23:00 tot 23:15,0,0,0,0,684
30-07-2019 23:15 tot 23:30,0,0,0,,
30-07-2019 23:30 tot 23:45,0,0,0,,
30-07-2019 23:45 tot 00:00,0,0,0,,
31-07-2019 00:00 tot 00:15,0,0,0,0,684
31-07-2019 00:15 tot 00:30,0,0,0,,
31-07-2019 00:30 tot 00:45,0,0,0,,
31-07-2019 00:45 tot 01:00,0,0,0,,
31-07-2019 01:00 tot 01:15,0,0,0,0,684
31-07-2019 01:15 tot 01:30,0,0,0,,
31-07-2019 01:30 tot 01:45,0,0,0,,
31-07-2019 01:45 tot 02:00,0,0,0,,
31-07-2019 02:00 tot 02:15,0,0,0,0,684
31-07-2019 02:15 tot 02:30,0,0,0,,
31-07-2019 02:30 tot 02:45,0,0,0,,
31-07-2019 02:45 tot 03:00,0,0,0,,
31-07-2019 03:00 tot 03:15,0,0,0,0,684
31-07-2019 03:15 tot 03:30,0,0,0,,
31-07-2019 03:30 tot 03:45,0,0,0,,
31-07-2019 03:45 tot 04:00,0,0,0,,
31-07-2019 04:00 tot 04:15,0,0,0,0,684
31-07-2019 04:15 tot 04:30,0,0,0,,
31-07-2019 04:30 tot 04:45,0,0,0,,
31-07-2019 04:45 tot 05:00,0,0,0,,
31-07-2019 05:00 tot 05:15,0,0,0,0,684
31-07-2019 05:15 tot 05:30,0,0,0,,
31-07-2019 05:30 tot 05:45,0,0,0,,
31-07-2019 05:45 tot 06:00,0,0,0,,
31-07-2019 06:00 tot 06:15,0.27,0,0.27,33,684
31-07-2019 06:15 tot 06:30,1.89,0,1.89,,
31-07-2019 06:30 tot 06:45,4.28,0,4.28,,
31-07-2019 06:45 tot 07:00,8.15,0,8.15,,
31-07-2019 07:00 tot 07:15,11.97,11.97,0,80,684
31-07-2019 07:15 tot 07:30,14.27,14.27,0,,
31-07-2019 07:30 tot 07:45,19.89,19.89,0,,
31-07-2019 07:45 tot 08:00,19.44,19.44,0,,
31-07-2019 08:00 tot 08:15,20.61,20.61,0,91,684
31-07-2019 08:15 tot 08:30,22.64,22.64,0,,
31-07-2019 08:30 tot 08:45,16.29,16.29,0,,
31-07-2019 08:45 tot 09:00,14.13,14.13,0,,
31-07-2019 09:00 tot 09:15,14.67,14.67,0,80,684
31-07-2019 09:15 tot 09:30,9.18,9.18,0,,
31-07-2019 09:30 tot 09:45,8.82,8.82,0,,
31-07-2019 09:45 tot 10:00,19.89,19.89,0,,
31-07-2019 10:00 tot 10:15,35.1,35.1,0,203,684
31-07-2019 10:15 tot 10:30,34.79,34.79,0,,
31-07-2019 10:30 tot 10:45,50.67,50.67,0,,
31-07-2019 10:45 tot 11:00,50.72,50.72,0,,
31-07-2019 11:00 tot 11:15,30.42,30.42,0,271,684
31-07-2019 11:15 tot 11:30,67.68,67.68,0,,
31-07-2019 11:30 tot 11:45,23.67,23.67,0,,
31-07-2019 11:45 tot 12:00,9.9,9.9,0,,
31-07-2019 12:00 tot 12:15,6.8,6.8,0,100,684
31-07-2019 12:15 tot 12:30,8.69,8.69,0,,
31-07-2019 12:30 tot 12:45,13.23,13.23,0,,
31-07-2019 12:45 tot 13:00,24.93,24.93,0,,
31-07-2019 13:00 tot 13:15,29.97,29.97,0,325,684
31-07-2019 13:15 tot 13:30,43.88,43.88,0,,
31-07-2019 13:30 tot 13:45,81.36,81.36,0,,
31-07-2019 13:45 tot 14:00,59.9,59.9,0,,
31-07-2019 14:00 tot 14:15,29.12,29.12,0,285,684
31-07-2019 14:15 tot 14:30,33.71,33.71,0,,
31-07-2019 14:30 tot 14:45,71.33,71.33,0,,
31-07-2019 14:45 tot 15:00,61.61,61.61,0,,
31-07-2019 15:00 tot 15:15,66.2,66.2,0,265,684
31-07-2019 15:15 tot 15:30,53.15,53.15,0,,
31-07-2019 15:30 tot 15:45,24.26,24.26,0,,
31-07-2019 15:45 tot 16:00,47.07,47.07,0,,
31-07-2019 16:00 tot 16:15,66.29,66.29,0,265,684
31-07-2019 16:15 tot 16:30,60.71,60.71,0,,
31-07-2019 16:30 tot 16:45,45.41,45.41,0,,
31-07-2019 16:45 tot 17:00,54.68,54.68,0,,
31-07-2019 17:00 tot 17:15,69.66,69.66,0,279,684
31-07-2019 17:15 tot 17:30,65.3,65.3,0,,
31-07-2019 17:30 tot 17:45,31.73,31.73,0,,
31-07-2019 17:45 tot 18:00,37.22,37.22,0,,
31-07-2019 18:00 tot 18:15,62.87,62.87,0,251,684
31-07-2019 18:15 tot 18:30,53.19,53.19,0,,
31-07-2019 18:30 tot 18:45,43.97,43.97,0,,
31-07-2019 18:45 tot 19:00,24.8,24.8,0,,
31-07-2019 19:00 tot 19:15,14.58,14.58,0,58,684
31-07-2019 19:15 tot 19:30,9.63,9.63,0,,
31-07-2019 19:30 tot 19:45,6.17,6.17,0,,
31-07-2019 19:45 tot 20:00,2.61,2.61,0,,
31-07-2019 20:00 tot 20:15,2.61,2.61,0,31,684
31-07-2019 20:15 tot 20:30,7.52,7.52,0,,
31-07-2019 20:30 tot 20:45,7.79,7.79,0,,
31-07-2019 20:45 tot 21:00,4.14,4.14,0,,
31-07-2019 21:00 tot 21:15,1.71,1.71,0,7,684
31-07-2019 21:15 tot 21:30,0.36,0.36,0,,
31-07-2019 21:30 tot 21:45,0,0,0,,
31-07-2019 21:45 tot 22:00,0,0,0,,
31-07-2019 22:00 tot 22:15,0,0,0,0,684
31-07-2019 22:15 tot 22:30,0,0,0,,
31-07-2019 22:30 tot 22:45,0,0,0,,
31-07-2019 22:45 tot 23:00,0,0,0,,
31-07-2019 23:00 tot 23:15,0,0,0,0,684
31-07-2019 23:15 tot 23:30,0,0,0,,
31-07-2019 23:30 tot 23:45,0,0,0,,
31-07-2019 23:45 tot 00:00,0,0,0,,
01-08-2019 00:00 tot 00:15,0,0,0,0,684
01-08-2019 00:15 tot 00:30,0,0,0,,
01-08-2019 00:30 tot 00:45,0,0,0,,
01-08-2019 00:45 tot 01:00,0,0,0,,
01-08-2019 01:00 tot 01:15,0,0,0,0,684
01-08-2019 01:15 tot 01:30,0,0,0,,
01-08-2019 01:30 tot 01:45,0,0,0,,
01-08-2019 01:45 tot 02:00,0,0,0,,
01-08-2019 02:00 tot 02:15,0,0,0,0,684
01-08-2019 02:15 tot 02:30,0,0,0,,
01-08-2019 02:30 tot 02:45,0,0,0,,
01-08-2019 02:45 tot 03:00,0,0,0,,
01-08-2019 03:00 tot 03:15,0,0,0,0,684
01-08-2019 03:15 tot 03:30,0,0,0,,
01-08-2019 03:30 tot 03:45,0,0,0,,
01-08-2019 03:45 tot 04:00,0,0,0,,
01-08-2019 04:00 tot 04:15,0,0,0,0,684
01-08-2019 04:15 tot 04:30,0,0,0,,
01-08-2019 04:30 tot 04:45,0,0,0,,
01-08-2019 04:45 tot 05:00,0,0,0,,
01-08-2019 05:00 tot 05:15,0,0,0,0,684
01-08-2019 05:15 tot 05:30,0,0,0,,
01-08-2019 05:30 tot 05:45,0,0,0,,
01-08-2019 05:45 tot 06:00,0,0,0,,
01-08-2019 06:00 tot 06:15,0,0,0,10,684
01-08-2019 06:15 tot 06:30,0.27,0,0.27,,
01-08-2019 06:30 tot 06:45,1.26,0,1.26,,
01-08-2019 06:45 tot 07:00,2.52,0,2.52,,
01-08-2019 07:00 tot 07:15,3.92,3.92,0,43,684
01-08-2019 07:15 tot 07:30,5.94,5.94,0,,
01-08-2019 07:30 tot 07:45,8.19,8.19,0,,
01-08-2019 07:45 tot 08:00,10.67,10.67,0,,
01-08-2019 08:00 tot 08:15,13.5,13.5,0,68,684
01-08-2019 08:15 tot 08:30,15.71,15.71,0,,
01-08-2019 08:30 tot 08:45,16.38,16.38,0,,
01-08-2019 08:45 tot 09:00,16.88,16.88,0,,
01-08-2019 09:00 tot 09:15,22.14,22.14,0,93,684
01-08-2019 09:15 tot 09:30,23.27,23.27,0,,
01-08-2019 09:30 tot 09:45,19.89,19.89,0,,
01-08-2019 09:45 tot 10:00,18,18,0,,
01-08-2019 10:00 tot 10:15,24.62,24.62,0,226,684
01-08-2019 10:15 tot 10:30,20.21,20.21,0,,
01-08-2019 10:30 tot 10:45,31.41,31.41,0,,
01-08-2019 10:45 tot 11:00,56.61,56.61,0,,
01-08-2019 11:00 tot 11:15,13.55,13.55,0,278,684
01-08-2019 11:15 tot 11:30,26.69,26.69,0,,
01-08-2019 11:30 tot 11:45,47.12,47.12,0,,
01-08-2019 11:45 tot 12:00,69.44,69.44,0,,
01-08-2019 12:00 tot 12:15,49.23,49.23,0,377,684
01-08-2019 12:15 tot 12:30,48.11,48.11,0,,
01-08-2019 12:30 tot 12:45,94.14,94.14,0,,
01-08-2019 12:45 tot 13:00,82.13,82.13,0,,
01-08-2019 13:00 tot 13:15,83.43,83.43,0,334,684
01-08-2019 13:15 tot 13:30,82.89,82.89,0,,
01-08-2019 13:30 tot 13:45,80.01,80.01,0,,
01-08-2019 13:45 tot 14:00,58.82,58.82,0,,
01-08-2019 14:00 tot 14:15,54.72,54.72,0,402,684
01-08-2019 14:15 tot 14:30,87.08,87.08,0,,
01-08-2019 14:30 tot 14:45,96.53,96.53,0,,
01-08-2019 14:45 tot 15:00,100.44,100.44,0,,
01-08-2019 15:00 tot 15:15,98.73,98.73,0,395,684
01-08-2019 15:15 tot 15:30,65.3,65.3,0,,
01-08-2019 15:30 tot 15:45,90.81,90.81,0,,
01-08-2019 15:45 tot 16:00,91.04,91.04,0,,
01-08-2019 16:00 tot 16:15,76.77,76.77,0,307,684
01-08-2019 16:15 tot 16:30,65.39,65.39,0,,
01-08-2019 16:30 tot 16:45,76.86,76.86,0,,
01-08-2019 16:45 tot 17:00,61.97,61.97,0,,
01-08-2019 17:00 tot 17:15,69.75,69.75,0,279,684
01-08-2019 17:15 tot 17:30,52.43,52.43,0,,
01-08-2019 17:30 tot 17:45,64.71,64.71,0,,
01-08-2019 17:45 tot 18:00,33.21,33.21,0,,
01-08-2019 18:00 tot 18:15,37.04,37.04,0,148,684
01-08-2019 18:15 tot 18:30,21.78,21.78,0,,
01-08-2019 18:30 tot 18:45,19.44,19.44,0,,
01-08-2019 18:45 tot 19:00,29.48,29.48,0,,
01-08-2019 19:00 tot 19:15,35.24,35.24,0,141,684
01-08-2019 19:15 tot 19:30,21.78,21.78,0,,
01-08-2019 19:30 tot 19:45,10.35,10.35,0,,
01-08-2019 19:45 tot 20:00,14.99,14.99,0,,
01-08-2019 20:00 tot 20:15,10.8,10.8,0,43,684
01-08-2019 20:15 tot 20:30,5.94,5.94,0,,
01-08-2019 20:30 tot 20:45,3.83,3.83,0,,
01-08-2019 20:45 tot 21:00,3.29,3.29,0,,
01-08-2019 21:00 tot 21:15,1.35,1.35,0,5,684
01-08-2019 21:15 tot 21:30,0.27,0.27,0,,
01-08-2019 21:30 tot 21:45,0,0,0,,
01-08-2019 21:45 tot 22:00,0,0,0,,
01-08-2019 22:00 tot 22:15,0,0,0,0,684
01-08-2019 22:15 tot 22:30,0,0,0,,
01-08-2019 22:30 tot 22:45,0,0,0,,
01-08-2019 22:45 tot 23:00,0,0,0,,
01-08-2019 23:00 tot 23:15,0,0,0,0,684
01-08-2019 23:15 tot 23:30,0,0,0,,
01-08-2019 23:30 tot 23:45,0,0,0,,
01-08-2019 23:45 tot 00:00,0,0,0,,
02-08-2019 00:00 tot 00:15,0,0,0,0,684
02-08-2019 00:15 tot 00:30,0,0,0,,
02-08-2019 00:30 tot 00:45,0,0,0,,
02-08-2019 00:45 tot 01:00,0,0,0,,
02-08-2019 01:00 tot 01:15,0,0,0,0,684
02-08-2019 01:15 tot 01:30,0,0,0,,
02-08-2019 01:30 tot 01:45,0,0,0,,
02-08-2019 01:45 tot 02:00,0,0,0,,
02-08-2019 02:00 tot 02:15,0,0,0,0,684
02-08-2019 02:15 tot 02:30,0,0,0,,
02-08-2019 02:30 tot 02:45,0,0,0,,
02-08-2019 02:45 tot 03:00,0,0,0,,
02-08-2019 03:00 tot 03:15,0,0,0,0,684
02-08-2019 03:15 tot 03:30,0,0,0,,
02-08-2019 03:30 tot 03:45,0,0,0,,
02-08-2019 03:45 tot 04:00,0,0,0,,
02-08-2019 04:00 tot 04:15,0,0,0,0,684
02-08-2019 04:15 tot 04:30,0,0,0,,
02-08-2019 04:30 tot 04:45,0,0,0,,
02-08-2019 04:45 tot 05:00,0,0,0,,
02-08-2019 05:00 tot 05:15,0,0,0,0,684
02-08-2019 05:15 tot 05:30,0,0,0,,
02-08-2019 05:30 tot 05:45,0,0,0,,
02-08-2019 05:45 tot 06:00,0,0,0,,
02-08-2019 06:00 tot 06:15,0,0,0,11,684
02-08-2019 06:15 tot 06:30,0.09,0,0.09,,
02-08-2019 06:30 tot 06:45,1.17,0,1.17,,
02-08-2019 06:45 tot 07:00,2.75,0,2.75,,
02-08-2019 07:00 tot 07:15,4.5,4.5,0,60,684
02-08-2019 07:15 tot 07:30,10.94,10.94,0,,
02-08-2019 07:30 tot 07:45,14.99,14.99,0,,
02-08-2019 07:45 tot 08:00,4.77,4.77,0,,
02-08-2019 08:00 tot 08:15,5.45,5.45,0,49,684
02-08-2019 08:15 tot 08:30,12.15,12.15,0,,
02-08-2019 08:30 tot 08:45,9.86,9.86,0,,
02-08-2019 08:45 tot 09:00,9.54,9.54,0,,
02-08-2019 09:00 tot 09:15,10.67,10.67,0,172,684
02-08-2019 09:15 tot 09:30,43.11,43.11,0,,
02-08-2019 09:30 tot 09:45,30.47,30.47,0,,
02-08-2019 09:45 tot 10:00,26.19,26.19,0,,
02-08-2019 10:00 tot 10:15,32.72,32.72,0,178,684
02-08-2019 10:15 tot 10:30,22.86,22.86,0,,
02-08-2019 10:30 tot 10:45,44.51,44.51,0,,
02-08-2019 10:45 tot 11:00,15.44,15.44,0,,
02-08-2019 11:00 tot 11:15,39.29,39.29,0,178,684
02-08-2019 11:15 tot 11:30,44.55,44.55,0,,
02-08-2019 11:30 tot 11:45,32.49,32.49,0,,
02-08-2019 11:45 tot 12:00,28.08,28.08,0,,
02-08-2019 12:00 tot 12:15,30.51,30.51,0,329,684
02-08-2019 12:15 tot 12:30,50.94,50.94,0,,
02-08-2019 12:30 tot 12:45,44.37,44.37,0,,
02-08-2019 12:45 tot 13:00,82.31,82.31,0,,
02-08-2019 13:00 tot 13:15,49.91,49.91,0,270,684
02-08-2019 13:15 tot 13:30,67.46,67.46,0,,
02-08-2019 13:30 tot 13:45,52.65,52.65,0,,
02-08-2019 13:45 tot 14:00,43.61,43.61,0,,
02-08-2019 14:00 tot 14:15,68.4,68.4,0,312,684
02-08-2019 14:15 tot 14:30,76.5,76.5,0,,
02-08-2019 14:30 tot 14:45,77.99,77.99,0,,
02-08-2019 14:45 tot 15:00,67.86,67.86,0,,
02-08-2019 15:00 tot 15:15,59.63,59.63,0,354,684
02-08-2019 15:15 tot 15:30,47.93,47.93,0,,
02-08-2019 15:30 tot 15:45,55.22,55.22,0,,
02-08-2019 15:45 tot 16:00,88.43,88.43,0,,
02-08-2019 16:00 tot 16:15,33.57,33.57,0,294,684
02-08-2019 16:15 tot 16:30,55.76,55.76,0,,
02-08-2019 16:30 tot 16:45,73.62,73.62,0,,
02-08-2019 16:45 tot 17:00,54.68,54.68,0,,
02-08-2019 17:00 tot 17:15,60.08,60.08,0,249,684
02-08-2019 17:15 tot 17:30,62.24,62.24,0,,
02-08-2019 17:30 tot 17:45,46.53,46.53,0,,
02-08-2019 17:45 tot 18:00,33.44,33.44,0,,
02-08-2019 18:00 tot 18:15,17.01,17.01,0,174,684
02-08-2019 18:15 tot 18:30,13.86,13.86,0,,
02-08-2019 18:30 tot 18:45,24.08,24.08,0,,
02-08-2019 18:45 tot 19:00,43.43,43.43,0,,
02-08-2019 19:00 tot 19:15,36.09,36.09,0,150,684
02-08-2019 19:15 tot 19:30,37.58,37.58,0,,
02-08-2019 19:30 tot 19:45,35.24,35.24,0,,
